Species.Original.Name;TaxonomicStatus;UpdatedPlantFamily;UpdatedPlantGenus;UpdatedPlantEphitet;UpdatedPlantSpecies;Frugivore.Genus;Frugivore.Species;Seed.width.mm.;Wood.density.g.cm3;Wood.density.level;Seed.weigh.g;Tree.size.max.m;nwd;nsw;nts;Full.Citation
Coussapoa microcarpa;Accepted;Urticaceae;Coussapoa;microcarpa;Coussapoa microcarpa;Brachyteles;Brachyteles hypoxanthus;NA;0,59;Species;NA;24,68;2;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Trophis racemosa;Accepted;Moraceae;Trophis;racemosa;Trophis racemosa;Ateles;Ateles geoffroyi;NA;0,652;Species;NA;24,44;10;NA;1;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Inga punctata;Accepted;Leguminosae;Inga;punctata;Inga punctata;Ateles;Ateles geoffroyi;NA;0,5290909;Species;0,38342667;24,1;11;3;2;Chaves, Ã“. M., Stoner, K. E., Arroyo-RodrÃ­guez, V., & Estrada, A. (2010). Effectiveness of Spider Monkeys (Ateles geoffroyi vellerosus) as Seed Dispersers in Continuous and Fragmented Rain Forests in Southern Mexico. Intertiol Jourl of Primatology, 32(1), 177â€“192. doi:10.1007/s10764-010-9460-0Â 
Inga punctata;Accepted;Leguminosae;Inga;punctata;Inga punctata;Ateles;Ateles geoffroyi;NA;0,5290909;Species;0,38342667;24,1;11;3;2;
Ambelania acida;Accepted;Apocynaceae;Ambelania;acida;Ambelania acida;Tapirus;Tapirus terrestris;NA;0,539585714;Species;NA;24;7;NA;24;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Psychotria mapourioides;Accepted;Rubiaceae;Psychotria;mapourioides;Psychotria mapourioides;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;NA;0,415;Genus;NA;24;NA;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Psychotria mapourioides;Accepted;Rubiaceae;Psychotria;mapourioides;Psychotria mapourioides;Brachyteles;Brachyteles arachnoides;NA;0,415;Genus;NA;24;NA;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Psychotria mapourioides;Accepted;Rubiaceae;Psychotria;mapourioides;Psychotria mapourioides;Brachyteles;Brachyteles hypoxanthus;NA;0,415;Genus;NA;24;NA;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Duguetia lanceolata;Accepted;Annonaceae;Duguetia;lanceolata;Duguetia lanceolata;Brachyteles;Brachyteles arachnoides;14;0,87;Species;0,16022;23,75;4;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Campomanesia guaviroba;Accepted;Myrtaceae;Campomanesia;guaviroba;Campomanesia guaviroba;Brachyteles;Brachyteles arachnoides;3;0,75;Species;0,11115;23,75;2;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Campomanesia guaviroba;Accepted;Myrtaceae;Campomanesia;guaviroba;Campomanesia guaviroba;Tapirus;Tapirus terrestris;NA;0,75;Species;0,11115;23,75;2;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Duguetia lanceolata;Accepted;Annonaceae;Duguetia;lanceolata;Duguetia lanceolata;Brachyteles;Brachyteles arachnoides;NA;0,87;Species;NA;23,75;4;1;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cryptocarya mandiocca;Accepted;Lauraceae;Cryptocarya;mandioccana;Cryptocarya mandioccana;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;2;0,563;Genus;11,488;23,75;NA;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Cryptocarya mandiocca;Accepted;Lauraceae;Cryptocarya;mandioccana;Cryptocarya mandioccana;Tapirus;Tapirus terrestris;2;0,563;Genus;11,488;23,75;NA;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Cryptocarya mandioccana;Accepted;Lauraceae;Cryptocarya;mandioccana;Cryptocarya mandioccana;Brachyteles;Brachyteles arachnoides;NA;0,563;Genus;1,1488;23,75;NA;2;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cryptocarya mandioccana;Accepted;Lauraceae;Cryptocarya;mandioccana;Cryptocarya mandioccana;Brachyteles;Brachyteles hypoxanthus;NA;0,563;Genus;1,1488;23,75;NA;2;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Campomanesia guaviroba;Accepted;Myrtaceae;Campomanesia;guaviroba;Campomanesia guaviroba;Brachyteles;Brachyteles arachnoides;NA;0,747;Species;0,11115;23,75;2;2;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cecropia glaziovii;Accepted;Urticaceae;Cecropia;glaziovii;Cecropia glaziovii;Brachyteles;Brachyteles arachnoides;NA;0,41;Species;5,00E-04;23,75;2;2;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cecropia glaziovi;Accepted;Urticaceae;Cecropia;glaziovii;Cecropia glaziovii;Brachyteles;Brachyteles arachnoides;10;0,41;Species;0,001;23;2;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Byrsonima ligustrifolia;Accepted;Malpighiaceae;Byrsonima;ligustrifolia;Byrsonima ligustrifolia;Brachyteles;Brachyteles arachnoides;NA;0,63;Genus;0,14892;22,8;NA;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Heisteria silvianii;Accepted;Olacaceae;Heisteria;silvianii;Heisteria silvianii;Brachyteles;Brachyteles arachnoides;NA;0,702;Genus;0,3413;22,8;NA;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Heisteria silvianii;Accepted;Olacaceae;Heisteria;silvianii;Heisteria silvianii;Brachyteles;Brachyteles arachnoides;NA;0,702;Genus;0,3413;22,8;NA;2;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Byrsonima ligustrifolia;Accepted;Malpighiaceae;Byrsonima;ligustrifolia;Byrsonima ligustrifolia;Brachyteles;Brachyteles arachnoides;NA;0,634;Genus;0,14892;22,8;NA;2;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Sapium glandulosum;Accepted;Euphorbiaceae;Sapium;glandulosum;Sapium glandulosum;Brachyteles;Brachyteles arachnoides;NA;0,382582412;Species;0,03628;22,05;58;26;23;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Astrocaryum chambira;Accepted;Arecaceae;Astrocaryum;chambira;Astrocaryum chambira;Ateles;Ateles spp.;NA;;;NA;22;NA;NA;1;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Beilschmiedia emargita;Accepted;Lauraceae;Beilschmiedia;emarginata;Beilschmiedia emarginata;Brachyteles;Brachyteles arachnoides;8;0,568;Genus;16,66;22;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Beilschmiedia emarginata;Accepted;Lauraceae;Beilschmiedia;emarginata;Beilschmiedia emarginata;Brachyteles;Brachyteles arachnoides;NA;0,568;Genus;16,66;22;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Miconia cinmomifolia;Typo;Melastomataceae;Miconia;cinnamomifolia;Miconia cinnamomifolia;Brachyteles;Brachyteles arachnoides;0,5;0,73;Species;0,00052;22;2;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Casearia sylvestris;Accepted;Salicaceae;Casearia;sylvestris;Casearia sylvestris;Brachyteles;Brachyteles arachnoides;20,01;0,7372222;Species;0,002;21,85;18;9;15;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Endlicheria paniculata;Accepted;Lauraceae;Endlicheria;paniculata;Endlicheria paniculata;Brachyteles;Brachyteles arachnoides;NA;0,6412;Species;0,66905;21,85;5;2;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Casearia sylvestris;Accepted;Salicaceae;Casearia;sylvestris;Casearia sylvestris;Brachyteles;Brachyteles arachnoides;NA;0,737272952;Species;0,003357778;21,85;18;10;14;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Prunus myrtifolia;Accepted;Rosaceae;Prunus;myrtifolia;Prunus myrtifolia;Brachyteles;Brachyteles arachnoides;NA;0,740925;Species;NA;21,48;4;NA;2;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Prunus myrtifolia;Accepted;Rosaceae;Prunus;myrtifolia;Prunus myrtifolia;Brachyteles;Brachyteles hypoxanthus;NA;0,740925;Species;NA;21,48;4;NA;2;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Garcinia madruno;Synonym;Clusiaceae;Garcinia;madruno;Garcinia madruno;Tapirus;Tapirus terrestris;NA;0,733768783;Species;3,8351;21,14;19;11;27;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Licaria chrysophylla;Accepted;Lauraceae;Licaria;chrysophylla;Licaria chrysophylla;Ateles;Ateles belzebuth;NA;0,785;Species;1,237;21;8;5;2;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Faramea occidentalis;Accepted;Rubiaceae;Faramea;occidentalis;Faramea occidentalis;Ateles;Ateles geoffroyi;NA;0,6118519;Species;0,257541;21;27;10;15;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Randia armata;Accepted;Rubiaceae;Randia;armata;Randia armata;Tapirus;Tapirus bairdii;NA;0,688230507;Species;0,10823;20,98;14;17;2;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Heteropsis oblongifolia;Accepted;Araceae;Heteropsis;oblongifolia;Heteropsis oblongifolia;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;20;NA;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Moutabea guianensis;Accepted;Polygalaceae;Moutabea;guianensis;Moutabea guianensis;Ateles;Ateles paniscus;NA;NA;;NA;20;NA;11;1;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Pseudosenefeldera inclinata;Synonym;Euphorbiaceae;Pseudosenefeldera;inclinata;Pseudosenefeldera inclinata;Tapirus;Tapirus terrestris;NA;0,7;Species;NA;20;2;NA;1;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Euterpe precatoria;Accepted;Arecaceae;Euterpe;precatoria;Euterpe precatoria;Ateles;Ateles belzebuth;NA;0,6565306;Species;NA;20;49;NA;114;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Euterpe precatoria;Accepted;Arecaceae;Euterpe;precatoria;Euterpe precatoria;Ateles;Ateles chamek;NA;0,6565306;Species;NA;20;49;NA;114;Wallace, R. B. (2005).Â Seasol Variations in Diet and Foraging Behavior of Ateles chamek in a Southern Amazonian Tropical Forest. Intertiol Jourl of Primatology, 26(5), 1053â€“1075.Â doi:10.1007/s10764-005-6458-4Â 
Jessinia bacaba;Typo/Synonym;Arecaceae;Oenocarpus;bacaba;Oenocarpus bacaba;Ateles;Ateles belzebuth;NA;0,65;Species;NA;20;2;NA;2;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Inga striata;Accepted;Leguminosae;Inga;striata;Inga striata;Brachyteles;Brachyteles arachnoides;NA;0,584;Genus;NA;20;NA;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Ocotea longifolia;Accepted;Lauraceae;Ocotea;longifolia;Ocotea longifolia;Ateles;Ateles belzebuth;NA;0,532;Genus;NA;20;NA;NA;1;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
Inga striata;Accepted;Leguminosae;Inga;striata;Inga striata;Brachyteles;Brachyteles arachnoides;6,3;0,48;Genus;NA;20;NA;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Porcelia nitidifolia;Accepted;Annonaceae;Porcelia;nitidifolia;Porcelia nitidifolia;Tapirus;Tapirus terrestris;NA;0,4;Species;NA;20;3;NA;1;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Oenocarpus mapora;Accepted;Arecaceae;Oenocarpus;mapora;Oenocarpus mapora;Ateles;Ateles belzebuth;NA;0,725;Species;16,613;20;6;1;2;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
Astrocaryum aculeatum;Accepted;Arecaceae;Astrocaryum;aculeatum;Astrocaryum aculeatum;Tapirus;Tapirus terrestris;NA;;;14,9;20;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Artocarpus heterophyllus;Accepted;Moraceae;Artocarpus;heterophyllus;Artocarpus heterophyllus;Brachyteles;Brachyteles arachnoides;10;0,4884615;Species;10,062;20;13;6;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Artocarpus heterophyllus;Accepted;Moraceae;Artocarpus;heterophyllus;Artocarpus heterophyllus;Tapirus;Tapirus terrestris;10;0,4884615;Species;10,062;20;13;6;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Inga sessilis;Accepted;Leguminosae;Inga;sessilis;Inga sessilis;Brachyteles;Brachyteles arachnoides;7;0,43;Species;2,22;20;2;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Inga sessilis;Accepted;Leguminosae;Inga;sessilis;Inga sessilis;Brachyteles;Brachyteles arachnoides;NA;0,43;Species;2,22;20;2;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Oenocarpus mapora;Accepted;Arecaceae;Oenocarpus;mapora;Oenocarpus mapora;Tapirus;Tapirus terrestris;NA;0,72664;Species;1,6613;20;6;1;2;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Bactris gasipaes;Accepted;Arecaceae;Bactris;gasipaes;Bactris gasipaes;Tapirus;Tapirus bairdii;NA;NA;;1,38;20;NA;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Psidium myrtoides ;Accepted;Myrtaceae;Psidium;myrtoides;Psidium myrtoides;Tapirus;Tapirus terrestris;9;0,879;Genus;1,369;20;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ocotea porosa;Accepted;Lauraceae;Ocotea;porosa;Ocotea porosa;Brachyteles;Brachyteles arachnoides;10;0,635;Species;1,282;20;12;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ocotea porosa;Accepted;Lauraceae;Ocotea;porosa;Ocotea porosa;Brachyteles;Brachyteles arachnoides;NA;0,6345;Species;1,282;20;12;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Euterpe edulis ;Accepted;Arecaceae;Euterpe;edulis;Euterpe edulis;Tapirus;Tapirus terrestris;9;NA;;0,98;20;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Syzygium cumini ;Accepted;Myrtaceae;Syzygium;cumini;Syzygium cumini;Tapirus;Tapirus terrestris;NA;0,644;Species;0,86;20;9;15;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Enterolobium cyclocarpum;Accepted;Leguminosae;Enterolobium;cyclocarpum;Enterolobium cyclocarpum;Tapirus;Tapirus bairdii;NA;0,383684349;Species;0,6763356;20;21;25;1;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Enterolobium cyclocarpum;Accepted;Leguminosae;Enterolobium;cyclocarpum;Enterolobium cyclocarpum;Ateles;Ateles geoffroyi;NA;0,3838095;Species;0,6763324;20;21;25;1;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Enterolobium cyclocarpum;Accepted;Leguminosae;Enterolobium;cyclocarpum;Enterolobium cyclocarpum;Ateles;Ateles belzebuth;NA;0,3838095;Species;0,6763324;20;21;25;1;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
